N,input_state,basis,time,herald,singles_ch2,coinc_ch2,singles_ch4,coinc_ch4,singles_ch6,coinc_ch6,singles_ch8,coinc_ch8,singles_ch10,coinc_ch10,singles_ch7,coinc_ch7,int_time
3,0,,2026-07-28T21:14:10.753201,107045,5965,2476,5965,1118,5965,95,5965,2,5965,2,9683,1,1.0284710999985691
3,0,,2026-07-28T21:14:11.782557,106900,5887,2386,5887,1066,5887,84,5887,3,5887,0,9740,5,1.028974200002267
3,0,,2026-07-28T21:14:12.810292,106986,5912,2454,5912,1065,5912,94,5912,2,5912,3,9811,2,1.027364800000214
3,0,,2026-07-28T21:14:13.838437,107447,6040,2443,6040,1093,6040,100,6040,0,6040,2,9578,3,1.0277461000077892
3,0,,2026-07-28T21:14:14.867016,107166,5874,2432,5874,1070,5874,83,5874,3,5874,3,9557,8,1.0282532999990508
3,0,,2026-07-28T21:14:15.896303,107870,6157,2524,6157,1192,6157,79,6157,5,6157,6,9625,4,1.0290267999953358
3,0,,2026-07-28T21:14:16.924184,107341,6079,2449,6079,1051,6079,99,6079,4,6079,8,9605,5,1.0276044999918668
3,0,,2026-07-28T21:14:17.951676,107677,5999,2426,5999,1143,5999,86,5999,2,5999,1,9671,5,1.02715170000738
3,0,,2026-07-28T21:14:18.980766,106667,5928,2361,5928,1145,5928,105,5928,4,5928,1,9672,7,1.0288333999924362
3,0,,2026-07-28T21:14:20.009579,107389,5862,2436,5862,1101,5862,101,5862,4,5862,2,9671,3,1.0284077999967849
3,0,,2026-07-28T21:14:21.038568,107638,5909,2388,5909,1155,5909,74,5909,1,5909,4,9637,6,1.0286026000103448
3,0,,2026-07-28T21:14:22.067886,107587,6024,2533,6024,1111,6024,65,6024,3,6024,4,9708,7,1.0289050999999745
3,0,,2026-07-28T21:14:23.094439,107768,5995,2383,5995,1124,5995,98,5995,4,5995,2,9624,2,1.0261520999920322
3,0,,2026-07-28T21:14:24.123674,106623,5820,2380,5820,1068,5820,89,5820,3,5820,3,9649,4,1.0290084000007482
3,0,,2026-07-28T21:14:25.152321,107371,6225,2512,6225,1145,6225,95,6225,4,6225,5,9425,6,1.028305999992881
3,0,,2026-07-28T21:14:26.180808,107139,5889,2425,5889,1036,5889,81,5889,4,5889,4,9743,3,1.0281513999943854
3,0,,2026-07-28T21:14:27.208649,107442,6021,2430,6021,1108,6021,103,6021,2,6021,8,9766,5,1.0274508000002243
3,0,,2026-07-28T21:14:28.236352,107360,5929,2471,5929,1103,5929,90,5929,4,5929,2,9637,4,1.0274704000039492
3,0,,2026-07-28T21:14:29.264843,107250,6026,2462,6026,1134,6026,81,6026,4,6026,0,9503,1,1.0282081000041217
3,0,,2026-07-28T21:14:30.293622,107090,5973,2424,5973,1147,5973,88,5973,1,5973,3,9655,0,1.0283377000014298
